都道府県名,市町村名,,"告示別表第10
で定める
地域の区分","年間の
日射
地域区分","暖房期の
日射
地域区分"
01.北海道,ｱ,愛別町,1,3,2
01.北海道,,赤井川村,2,3,2
01.北海道,,赤平市,2,3,2
01.北海道,,旭川市,2,3,2
01.北海道,,芦別市,2,3,2
01.北海道,,足寄町,1,3,4
01.北海道,,厚岸町,2,3,3
01.北海道,,厚沢部町,3,2,2
01.北海道,,厚真町,2,3,3
01.北海道,,網走市,2,3,3
01.北海道,,安平町,2,3,3
01.北海道,ｲ,池田町,2,4,4
01.北海道,,石狩市,2,3,3
01.北海道,,今金町,2,2,2
01.北海道,,岩内町,2,2,2
01.北海道,,岩見沢市,2,3,3
01.北海道,ｳ,歌志内市,2,3,2
01.北海道,,浦臼町,2,2,2
01.北海道,,浦河町,2,3,3
01.北海道,,浦幌町,2,3,4
01.北海道,,雨竜町,2,3,2
01.北海道,ｴ,江差町,3,2,2
01.北海道,,枝幸町（旧枝幸町）,2,2,2
01.北海道,,枝幸町（旧歌登町）,1,2,2
01.北海道,,恵庭市,2,3,3
01.北海道,,江別市,2,3,3
01.北海道,,えりも町,2,3,3
01.北海道,,遠軽町,1,3,3
01.北海道,,遠別町,2,2,2
01.北海道,ｵ,雄武町,1,3,3
01.北海道,,大空町,2,3,3
01.北海道,,奥尻町,3,3,2
01.北海道,,置戸町,1,3,3
01.北海道,,興部町,1,3,3
01.北海道,,長万部町,2,2,2
01.北海道,,小樽市,2,3,2
01.北海道,,音威子府村,1,2,2
01.北海道,,音更町,2,3,4
01.北海道,,乙部町,3,2,2
01.北海道,,帯広市,2,3,4
01.北海道,,小平町,2,3,2
01.北海道,ｶ,上川町,1,3,2
01.北海道,,上士幌町,1,3,4
01.北海道,,上砂川町,2,3,2
01.北海道,,上ノ国町,3,2,2
01.北海道,,上富良野町,2,3,2
01.北海道,,神恵内村,2,2,2
01.北海道,ｷ,木古内町,2,3,3
01.北海道,,北広島市,2,3,3
01.北海道,,北見市,2,3,3
01.北海道,,喜茂別町,1,3,2
01.北海道,,京極町,2,3,2
01.北海道,,共和町,2,3,2
01.北海道,,清里町,2,3,3
01.北海道,ｸ,釧路市,2,3,4
01.北海道,,釧路町,2,3,4
01.北海道,,倶知安町,2,2,2
01.北海道,,栗山町,2,3,3
01.北海道,,黒松内町,2,2,2
01.北海道,,訓子府町,1,3,3
01.北海道,ｹ,剣淵町,2,2,2
01.北海道,ｺ,小清水町,2,3,3
01.北海道,ｻ,札幌市,2,3,3
01.北海道,,様似町,2,3,3
01.北海道,,更別村,1,3,4
01.北海道,,猿払村,1,2,2
01.北海道,,佐呂間町,1,3,3
01.北海道,ｼ,鹿追町,2,3,4
01.北海道,,鹿部町,2,3,3
01.北海道,,標茶町,1,3,3
01.北海道,,士別市,1,3,2
01.北海道,,標津町,2,3,3
01.北海道,,士幌町,2,3,4
01.北海道,,島牧村,2,2,2
01.北海道,,清水町,2,3,3
01.北海道,,占冠村,1,2,2
01.北海道,,下川町,1,3,2
01.北海道,,積丹町,2,2,2
01.北海道,,斜里町,2,3,3
01.北海道,,初山別村,2,3,2
01.北海道,,白老町,2,3,3
01.北海道,,白糠町,2,3,4
01.北海道,,知内町,3,3,2
01.北海道,,新篠津村,2,3,2
01.北海道,,新得町,2,3,3
01.北海道,,新十津川町,2,3,2
01.北海道,,新ひだか町,2,3,3
01.北海道,ｽ,寿都町,2,2,2
01.北海道,,砂川市,2,3,2
01.北海道,ｾ,せたな町,2,2,2
01.北海道,ｿ,壮瞥町,2,2,2
01.北海道,ﾀ,大樹町,1,3,4
01.北海道,,鷹栖町,2,2,2
01.北海道,,滝川市,2,3,2
01.北海道,,滝上町,1,2,2
01.北海道,,伊達市（旧伊達市）,2,3,3
01.北海道,,伊達市（旧大滝村）,1,3,3
01.北海道,ﾁ,秩父別町,2,3,2
01.北海道,,千歳市,2,3,3
01.北海道,ﾂ,月形町,2,3,2
01.北海道,,津別町,1,3,3
01.北海道,,鶴居村,1,3,3
01.北海道,ﾃ,天塩町,2,2,2
01.北海道,,弟子屈町,1,3,3
01.北海道,ﾄ,当別町,2,3,3
01.北海道,,当麻町,2,3,2
01.北海道,,洞爺湖町,2,2,2
01.北海道,,苫小牧市,2,3,3
01.北海道,,苫前町,2,3,2
01.北海道,,泊村,2,2,2
01.北海道,,豊浦町,2,2,2
01.北海道,,豊頃町,1,3,4
01.北海道,,豊富町,2,2,2
01.北海道,ﾅ,奈井江町,2,3,2
01.北海道,,中川町,1,2,2
01.北海道,,中札内村,1,3,4
01.北海道,,中標津町,1,3,3
01.北海道,,中頓別町,1,2,2
01.北海道,,長沼町,2,3,3
01.北海道,,中富良野町,2,3,2
01.北海道,,七飯町,2,3,3
01.北海道,,名寄市,1,2,2
01.北海道,,南幌町,2,3,3
01.北海道,ﾆ,新冠町,2,3,3
01.北海道,,仁木町,2,3,2
01.北海道,,西興部村,1,2,2
01.北海道,,ニセコ町,2,2,2
01.北海道,ﾇ,沼田町,2,2,2
01.北海道,ﾈ,根室市,2,3,3
01.北海道,ﾉ,登別市,2,3,3
01.北海道,ﾊ,函館市,3,3,3
01.北海道,,羽幌町,2,3,2
01.北海道,,浜頓別町,1,2,2
01.北海道,,浜中町,2,3,3
01.北海道,ﾋ,美瑛町,1,3,2
01.北海道,,東神楽町,2,3,2
01.北海道,,東川町,2,3,2
01.北海道,,日高町,2,3,3
01.北海道,,比布町,2,3,2
01.北海道,,美唄市,2,3,2
01.北海道,,美深町,1,2,2
01.北海道,,美幌町,2,3,3
01.北海道,,平取町,2,3,3
01.北海道,,広尾町,2,3,4
01.北海道,ﾌ,深川市,2,3,2
01.北海道,,福島町,3,2,2
01.北海道,,富良野市,2,3,2
01.北海道,,古平町,2,2,2
01.北海道,ﾍ,別海町,1,3,3
01.北海道,ﾎ,北斗市,2,3,3
01.北海道,,北竜町,2,3,2
01.北海道,,幌加内町,1,2,2
01.北海道,,幌延町,2,2,2
01.北海道,,本別町,2,3,4
01.北海道,ﾏ,幕別町（旧忠類村）,1,3,4
01.北海道,,幕別町（旧幕別町）,2,3,4
01.北海道,,増毛町,2,3,2
01.北海道,,真狩村,2,2,2
01.北海道,,松前町,3,2,2
01.北海道,ﾐ,三笠市,2,3,2
01.北海道,,南富良野町,1,3,3
01.北海道,ﾑ,むかわ町,2,3,3
01.北海道,,室蘭市,3,3,3
01.北海道,ﾒ,芽室町,2,3,4
01.北海道,ﾓ,妹背牛町,2,3,2
01.北海道,,森町,2,3,3
01.北海道,,紋別市,2,3,3
01.北海道,ﾔ,八雲町（旧八雲町）,2,2,2
01.北海道,,八雲町（旧熊石町）,3,2,2
01.北海道,ﾕ,夕張市,1,3,3
01.北海道,,湧別町,2,3,3
01.北海道,,由仁町,2,3,3
01.北海道,ﾖ,余市町,2,3,2
01.北海道,ﾗ,羅臼町,2,2,2
01.北海道,,蘭越町,2,2,2
01.北海道,ﾘ,陸別町,1,3,3
01.北海道,,利尻町,2,2,2
01.北海道,,利尻富士町,2,2,2
01.北海道,ﾙ,留寿都村,1,3,2
01.北海道,,留萌市,2,3,2
01.北海道,ﾚ,礼文町,2,2,2
01.北海道,ﾜ,稚内市,2,2,2
01.北海道,,和寒町,2,2,2
02.青森県,ｱ,青森市,3,3,2
02.青森県,,鰺ヶ沢町,4,3,2
02.青森県,ｲ,板柳町,3,3,2
02.青森県,,田舎館村,3,3,2
02.青森県,,今別町,3,2,2
02.青森県,ｵ,おいらせ町（旧百石町）,3,3,2
02.青森県,,おいらせ町（旧下田町）,3,3,3
02.青森県,,大間町,3,3,2
02.青森県,,大鰐町,3,2,2
02.青森県,ｶ,風間浦村,3,3,3
02.青森県,ｸ,黒石市,3,3,2
02.青森県,ｺ,五所川原市,3,3,2
02.青森県,,五戸町,3,3,3
02.青森県,ｻ,佐井村,3,3,2
02.青森県,,三戸町,3,3,3
02.青森県,ｼ,七戸町,3,3,3
02.青森県,,新郷村,3,3,3
02.青森県,ｿ,外ヶ浜町,3,3,2
02.青森県,ﾀ,田子町,3,3,2
02.青森県,ﾂ,つがる市,3,3,2
02.青森県,,鶴田町,3,3,2
02.青森県,ﾄ,東北町,3,3,3
02.青森県,,十和田市（旧十和田市）,3,3,3
02.青森県,,十和田市（旧十和田湖町）,3,2,3
02.青森県,ﾅ,中泊町,3,3,2
02.青森県,,南部町,3,3,3
02.青森県,ﾆ,西目屋村,3,3,2
02.青森県,ﾉ,野辺地町,3,3,3
02.青森県,ﾊ,階上町,3,3,3
02.青森県,,八戸市,3,3,3
02.青森県,ﾋ,東通村,3,3,3
02.青森県,,平川市（旧尾上町、旧平賀町）,3,3,2
02.青森県,,平川市（旧碇ケ関村）,2,2,2
02.青森県,,平内町,3,3,3
02.青森県,,弘前市,3,3,2
02.青森県,ﾌ,深浦町,4,3,2
02.青森県,,藤崎町,3,3,2
02.青森県,ﾐ,三沢市,3,3,3
02.青森県,ﾑ,むつ市,3,3,2
02.青森県,ﾖ,横浜町,3,3,3
02.青森県,,蓬田村,3,3,2
02.青森県,ﾛ,六戸町,3,3,3
02.青森県,,六ヶ所村,3,3,3
03.岩手県,ｲ,一関市（旧一関市、旧花泉町、旧川崎村）,4,3,3
03.岩手県,,一関市（旧大東町、旧藤沢町、旧千厩町、旧東山町、旧室根村）,3,3,3
03.岩手県,,一戸町,3,3,3
03.岩手県,,岩泉町,3,3,3
03.岩手県,,岩手町,2,3,3
03.岩手県,ｵ,奥州市,4,3,3
03.岩手県,,大槌町,4,3,3
03.岩手県,,大船渡市,4,3,3
03.岩手県,ｶ,金ケ崎町,4,3,3
03.岩手県,,釜石市,4,3,2
03.岩手県,,軽米町,3,3,3
03.岩手県,ｷ,北上市,4,3,2
03.岩手県,ｸ,久慈市,3,3,3
03.岩手県,,葛巻町,2,3,3
03.岩手県,,九戸村,2,3,3
03.岩手県,ｼ,雫石町,3,3,3
03.岩手県,,紫波町,3,3,3
03.岩手県,ｽ,住田町,3,3,3
03.岩手県,ﾀ,滝沢市,3,3,3
03.岩手県,,田野畑村,3,3,4
03.岩手県,ﾄ,遠野市,3,3,3
03.岩手県,ﾆ,西和賀町,2,3,2
03.岩手県,,二戸市,3,3,3
03.岩手県,ﾉ,野田村,3,3,3
03.岩手県,ﾊ,八幡平市（旧西根町、旧松尾村）,3,3,3
03.岩手県,,八幡平市（旧安代町）,2,3,3
03.岩手県,,花巻市,3,3,3
03.岩手県,ﾋ,平泉町,4,3,3
03.岩手県,,洋野町,3,3,3
03.岩手県,ﾌ,普代村,3,3,3
03.岩手県,ﾐ,宮古市（旧宮古市、旧田老町）,4,3,3
03.岩手県,,宮古市（旧新里村、旧川井村）,4,3,4
03.岩手県,ﾓ,盛岡市,3,3,3
03.岩手県,ﾔ,矢巾町,3,3,3
03.岩手県,,山田町,4,3,4
03.岩手県,ﾘ,陸前高田市,4,3,3
04.宮城県,ｲ,石巻市（旧石巻市）,4,4,3
04.宮城県,,石巻市（旧河北町、旧雄勝町、旧河南町、旧桃生町、旧北上町）,4,4,4
04.宮城県,,石巻市（旧牡鹿町）,4,4,2
04.宮城県,,岩沼市,4,3,3
04.宮城県,ｵ,大河原町,4,3,3
04.宮城県,,大崎市（旧古川市、旧松山町、旧三本木町、旧鹿島台町、旧岩出山町、旧田尻町）,4,3,3
04.宮城県,,大崎市（旧鳴子町）,4,3,2
04.宮城県,,大郷町,4,3,3
04.宮城県,,大衡村,4,3,3
04.宮城県,,女川町,4,3,4
04.宮城県,ｶ,角田市,4,3,3
04.宮城県,,加美町,4,3,3
04.宮城県,,川崎町,4,3,3
04.宮城県,ｸ,栗原市,4,3,3
04.宮城県,ｹ,気仙沼市（旧気仙沼市、旧本吉町）,4,3,3
04.宮城県,,気仙沼市（旧唐桑町）,4,3,4
04.宮城県,ｻ,蔵王町,4,3,3
04.宮城県,ｼ,塩竈市,4,3,2
04.宮城県,,色麻町,4,3,3
04.宮城県,,七ヶ宿町,3,3,3
04.宮城県,,七ヶ浜町,4,3,2
04.宮城県,,柴田町,4,3,3
04.宮城県,,白石市,4,3,3
04.宮城県,ｾ,仙台市,5,3,3
04.宮城県,ﾀ,大和町,4,3,3
04.宮城県,,多賀城市,5,3,3
04.宮城県,ﾄ,富谷市,4,3,3
04.宮城県,,登米市（旧迫町、旧東和町、旧中田町、旧米山町、旧石越町、旧南方町）,4,3,3
04.宮城県,,登米市（旧登米町、旧豊里町、旧津山町）,4,3,4
04.宮城県,ﾅ,名取市,4,3,3
04.宮城県,ﾋ,東松島市（旧矢本町）,4,3,3
04.宮城県,,東松島市（旧鳴瀬町）,4,3,2
04.宮城県,ﾏ,松島町,4,3,4
04.宮城県,,丸森町,4,3,3
04.宮城県,ﾐ,美里町,4,3,3
04.宮城県,,南三陸町,4,3,4
04.宮城県,ﾑ,村田町,4,3,3
04.宮城県,ﾔ,山元町,5,3,3
04.宮城県,ﾘ,利府町,4,3,3
04.宮城県,ﾜ,涌谷町,4,3,3
04.宮城県,,亘理町,4,3,3
05.秋田県,ｱ,秋田市,4,3,2
05.秋田県,ｲ,井川町,4,2,2
05.秋田県,ｳ,羽後町,3,3,2
05.秋田県,ｵ,大潟村,4,3,2
05.秋田県,,大館市,3,3,2
05.秋田県,,男鹿市,4,3,2
05.秋田県,ｶ,潟上市,4,3,2
05.秋田県,,鹿角市,3,3,2
05.秋田県,,上小阿仁村,3,3,2
05.秋田県,ｷ,北秋田市（旧鷹巣町、旧森吉町、旧合川町）,3,3,2
05.秋田県,,北秋田市（旧阿仁町）,3,2,2
05.秋田県,ｺ,小坂町,2,3,2
05.秋田県,,五城目町,4,2,2
05.秋田県,ｾ,仙北市,3,2,2
05.秋田県,ﾀ,大仙市,3,3,2
05.秋田県,ﾆ,にかほ市,5,3,1
05.秋田県,ﾉ,能代市（旧能代市）,4,3,2
05.秋田県,,能代市（旧二ツ井町）,3,3,2
05.秋田県,ﾊ,八郎潟町,4,2,2
05.秋田県,,八峰町,4,2,2
05.秋田県,ﾋ,東成瀬村,3,3,2
05.秋田県,ﾌ,藤里町,3,2,2
05.秋田県,ﾐ,美郷町,3,2,2
05.秋田県,,三種町,4,3,2
05.秋田県,ﾕ,湯沢市,3,3,2
05.秋田県,,由利本荘市,4,3,2
05.秋田県,ﾖ,横手市,3,3,2
06.山形県,ｱ,朝日町,3,3,3
06.山形県,ｲ,飯豊町,3,3,2
06.山形県,ｵ,大石田町,3,3,2
06.山形県,,大江町,3,3,3
06.山形県,,大蔵村,4,2,2
06.山形県,,小国町,3,2,2
06.山形県,,尾花沢市,3,3,2
06.山形県,ｶ,金山町,3,2,2
06.山形県,,河北町,4,3,3
06.山形県,,上山市,4,3,3
06.山形県,,川西町,3,3,2
06.山形県,ｻ,寒河江市,4,3,3
06.山形県,,酒田市（旧酒田市）,5,3,1
06.山形県,,酒田市（旧八幡町、旧松山町）,4,2,2
06.山形県,,酒田市（旧平田町）,4,3,2
06.山形県,,鮭川村,3,2,2
06.山形県,ｼ,庄内町（旧立川町）,4,2,2
06.山形県,,庄内町（旧余目町）,4,3,2
06.山形県,,白鷹町,4,3,2
06.山形県,,新庄市,3,2,2
06.山形県,ﾀ,高畠町,3,3,3
06.山形県,ﾂ,鶴岡市,4,3,2
06.山形県,ﾃ,天童市,4,3,2
06.山形県,ﾄ,戸沢村,3,2,2
06.山形県,ﾅ,長井市,3,3,2
06.山形県,,中山町,4,3,3
06.山形県,,南陽市,3,3,3
06.山形県,ﾆ,西川町,3,3,2
06.山形県,ﾋ,東根市,4,3,2
06.山形県,ﾌ,舟形町,3,2,2
06.山形県,ﾏ,真室川町,3,2,2
06.山形県,ﾐ,三川町,4,3,2
06.山形県,ﾑ,村山市,4,3,2
06.山形県,ﾓ,最上町,3,2,2
06.山形県,ﾔ,山形市,4,3,3
06.山形県,,山辺町,4,3,3
06.山形県,ﾕ,遊佐町,4,2,2
06.山形県,ﾖ,米沢市,4,3,3
07.福島県,ｱ,会津坂下町,4,3,2
07.福島県,,会津美里町（旧会津高田町、旧新鶴村）,4,3,2
07.福島県,,会津美里町（旧会津本郷町）,4,3,3
07.福島県,,会津若松市（旧会津若松市、旧河東町）,4,3,3
07.福島県,,会津若松市（旧北会津村）,4,3,2
07.福島県,,浅川町,4,3,4
07.福島県,ｲ,飯舘村,3,4,4
07.福島県,,石川町,4,4,4
07.福島県,,泉崎村,4,3,4
07.福島県,,猪苗代町,3,3,3
07.福島県,,いわき市,5,4,4
07.福島県,ｵ,大熊町,5,4,4
07.福島県,,大玉村,4,3,4
07.福島県,,小野町,3,4,4
07.福島県,ｶ,鏡石町,4,3,4
07.福島県,,葛尾村,3,4,4
07.福島県,,金山町,3,3,3
07.福島県,,川内村,3,4,4
07.福島県,,川俣町,4,3,3
07.福島県,ｷ,喜多方市（旧喜多方市、旧熱塩加納村、旧山都町、旧高郷村）,4,3,3
07.福島県,,喜多方市（旧塩川町）,4,3,2
07.福島県,,北塩原村,3,3,3
07.福島県,ｸ,国見町,4,3,3
07.福島県,ｺ,桑折町,4,3,3
07.福島県,,郡山市,5,3,3
07.福島県,ｻ,鮫川村,3,4,4
07.福島県,ｼ,下郷町,3,3,3
07.福島県,,昭和村,3,3,3
07.福島県,,白河市,4,3,4
07.福島県,,新地町,5,3,4
07.福島県,ｽ,須賀川市,4,3,4
07.福島県,ｿ,相馬市,5,3,4
07.福島県,ﾀ,只見町,3,3,2
07.福島県,,伊達市,4,3,3
07.福島県,,棚倉町,4,3,4
07.福島県,,玉川村,4,4,4
07.福島県,,田村市,4,4,4
07.福島県,ﾃ,天栄村,4,3,4
07.福島県,ﾄ,富岡町,5,4,4
07.福島県,ﾅ,中島村,4,4,4
07.福島県,,浪江町,5,4,4
07.福島県,,楢葉町,5,4,4
07.福島県,ﾆ,西会津町,4,3,2
07.福島県,,西郷村,4,3,3
07.福島県,,二本松市（旧二本松市、旧安達町）,4,3,3
07.福島県,,二本松市（旧岩代町）,4,3,4
07.福島県,,二本松市（旧東和町）,3,4,3
07.福島県,ﾊ,塙町,4,3,3
07.福島県,,磐梯町,3,3,3
07.福島県,ﾋ,檜枝岐村,2,3,4
07.福島県,,平田村,3,4,4
07.福島県,,広野町,5,4,4
07.福島県,ﾌ,福島市（旧福島市）,5,3,2
07.福島県,,福島市（旧飯野町）,5,3,3
07.福島県,,双葉町,5,4,4
07.福島県,,古殿町,4,4,4
07.福島県,ﾐ,三島町,3,3,3
07.福島県,,南会津町（旧田島町）,3,3,3
07.福島県,,南会津町（旧舘岩村）,2,3,4
07.福島県,,南会津町（旧伊南村、旧南郷村）,2,3,3
07.福島県,,南相馬市（旧原町市、旧鹿島町）,5,4,4
07.福島県,,南相馬市（旧小高町）,5,4,3
07.福島県,,三春町,4,4,4
07.福島県,ﾓ,本宮市,4,3,3
07.福島県,ﾔ,柳津町,3,3,2
07.福島県,,矢吹町,4,3,4
07.福島県,,矢祭町,4,3,3
07.福島県,ﾕ,湯川村,4,3,2
08.茨城県,ｱ,阿見町,5,3,3
08.茨城県,ｲ,石岡市,5,3,3
08.茨城県,,潮来市,6,4,4
08.茨城県,,稲敷市,5,3,3
08.茨城県,,茨城町,5,3,4
08.茨城県,ｳ,牛久市,5,3,3
08.茨城県,ｵ,大洗町,5,4,2
08.茨城県,,小美玉市（旧小川町、旧美野里町）,5,3,3
08.茨城県,,小美玉市（旧玉里村）,5,3,4
08.茨城県,ｶ,笠間市（旧笠間市、旧友部町）,5,3,4
08.茨城県,,笠間市（旧岩間町）,5,3,3
08.茨城県,,鹿嶋市,6,4,4
08.茨城県,,かすみがうら市（旧霞ケ浦町）,5,3,4
08.茨城県,,かすみがうら市（旧千代田町）,5,3,3
08.茨城県,,神栖市,6,4,4
08.茨城県,,河内町,5,3,3
08.茨城県,ｷ,北茨城市,5,4,4
08.茨城県,ｺ,古河市（旧古河市、旧総和町）,6,4,3
08.茨城県,,古河市（旧三和町）,6,4,4
08.茨城県,,五霞町,5,4,3
08.茨城県,ｻ,境町,5,4,3
08.茨城県,,桜川市,5,3,3
08.茨城県,ｼ,下妻市,5,3,4
08.茨城県,,常総市（旧水海道市）,5,3,3
08.茨城県,,常総市（旧石下町）,5,3,4
08.茨城県,,城里町（旧常北町、旧桂村）,5,3,4
08.茨城県,,城里町（旧七会村）,4,4,4
08.茨城県,ﾀ,大子町,4,3,3
08.茨城県,,高萩市,5,4,4
08.茨城県,ﾁ,筑西市（旧下館市、旧明野町、旧協和町）,5,3,3
08.茨城県,,筑西市（旧関城町）,5,3,4
08.茨城県,ﾂ,つくば市（旧つくば市）,5,3,4
08.茨城県,,つくば市（旧茎崎町）,5,3,3
08.茨城県,,つくばみらい市,5,3,3
08.茨城県,,土浦市（旧土浦市）,6,3,3
08.茨城県,,土浦市（旧新治村）,5,3,3
08.茨城県,ﾄ,東海村,5,4,3
08.茨城県,,利根町,5,3,3
08.茨城県,,取手市,5,3,3
08.茨城県,ﾅ,那珂市,5,3,4
08.茨城県,,行方市,5,3,4
08.茨城県,ﾊ,坂東市,5,4,3
08.茨城県,ﾋ,常陸太田市,5,3,4
08.茨城県,,常陸大宮市,5,3,4
08.茨城県,,日立市,6,3,3
08.茨城県,,ひたちなか市,5,4,4
08.茨城県,ﾎ,鉾田市,5,3,4
08.茨城県,ﾐ,水戸市,5,4,4
08.茨城県,,美浦村,5,3,3
08.茨城県,ﾓ,守谷市,6,3,3
08.茨城県,ﾔ,八千代町,5,3,4
08.茨城県,ﾕ,結城市,5,4,4
08.茨城県,ﾘ,龍ケ崎市,6,3,3
09.栃木県,ｱ,足利市,6,4,4
09.栃木県,ｲ,市貝町,5,4,4
09.栃木県,ｳ,宇都宮市,5,4,4
09.栃木県,ｵ,大田原市,5,3,4
09.栃木県,,小山市,5,4,4
09.栃木県,ｶ,鹿沼市,5,4,4
09.栃木県,,上三川町,5,4,4
09.栃木県,ｻ,さくら市,5,3,4
09.栃木県,,佐野市,6,4,4
09.栃木県,ｼ,塩谷町,4,3,4
09.栃木県,,下野市,5,4,4
09.栃木県,ﾀ,高根沢町,5,3,4
09.栃木県,ﾄ,栃木市（旧栃木市、旧西方町、旧大平町、旧岩舟町、旧都賀町）,5,4,4
09.栃木県,,栃木市（旧藤岡町）,5,4,3
09.栃木県,ﾅ,那珂川町,5,3,4
09.栃木県,,那須烏山市,5,3,4
09.栃木県,,那須塩原市（旧黒磯市）,4,3,3
09.栃木県,,那須塩原市（旧西那須野町、旧塩原町）,4,3,4
09.栃木県,,那須町,4,3,3
09.栃木県,ﾆ,日光市（旧日光市、旧今市市）,4,4,4
09.栃木県,,日光市（旧足尾町）,3,4,5
09.栃木県,,日光市（旧栗山村）,2,4,4
09.栃木県,,日光市（旧藤原町）,4,4,5
09.栃木県,ﾉ,野木町,5,4,3
09.栃木県,ﾊ,芳賀町,5,4,4
09.栃木県,ﾏ,益子町,5,4,4
09.栃木県,ﾐ,壬生町,5,4,4
09.栃木県,ﾓ,真岡市,5,4,4
09.栃木県,,茂木町,5,4,4
09.栃木県,ﾔ,矢板市,5,3,4
10.群馬県,ｱ,安中市（旧安中市）,5,4,5
10.群馬県,,安中市（旧松井田町）,5,4,4
10.群馬県,ｲ,伊勢崎市（旧伊勢崎市、旧佐波郡東村、旧境町）,6,4,3
10.群馬県,,伊勢崎市（旧赤堀町）,6,4,4
10.群馬県,,板倉町,5,4,3
10.群馬県,ｳ,上野村,3,4,4
10.群馬県,ｵ,邑楽町,6,4,3
10.群馬県,,大泉町,6,4,3
10.群馬県,,太田市,6,4,3
10.群馬県,ｶ,片品村,2,4,4
10.群馬県,,川場村,3,4,5
10.群馬県,,神流町,4,4,4
10.群馬県,,甘楽町,5,4,4
10.群馬県,ｷ,桐生市（旧桐生市）,6,4,4
10.群馬県,,桐生市（旧新里村）,5,4,4
10.群馬県,,桐生市（旧黒保根村）,4,4,4
10.群馬県,ｸ,草津町,2,4,5
10.群馬県,ｼ,渋川市（旧渋川市、旧北橘村、旧子持村、旧伊香保町）,5,4,5
10.群馬県,,渋川市（旧赤城村、旧小野上村）,5,4,4
10.群馬県,,下仁田町,5,4,4
10.群馬県,,昭和村,4,4,4
10.群馬県,,榛東村,5,4,4
10.群馬県,ﾀ,高崎市（旧高崎市、旧榛名町、旧箕郷町、旧群馬町、旧吉井町）,6,4,4
10.群馬県,,高崎市（旧倉渕村）,4,4,4
10.群馬県,,高崎市（旧新町）,6,4,3
10.群馬県,,高山村,3,4,4
10.群馬県,,館林市,6,4,3
10.群馬県,,玉村町,6,4,3
10.群馬県,ﾁ,千代田町,6,4,4
10.群馬県,ﾂ,嬬恋村,2,4,4
10.群馬県,ﾄ,富岡市,5,4,4
10.群馬県,ﾅ,中之条町,4,4,4
10.群馬県,,長野原町,3,4,4
10.群馬県,,南牧村,4,4,4
10.群馬県,ﾇ,沼田市（旧沼田市）,4,4,4
10.群馬県,,沼田市（旧白沢村、旧利根村）,4,4,5
10.群馬県,ﾋ,東吾妻町,4,4,4
10.群馬県,ﾌ,藤岡市,6,4,4
10.群馬県,ﾏ,前橋市,6,4,4
10.群馬県,ﾐ,みどり市（旧勢多郡東村、旧笠懸町）,5,4,4
10.群馬県,,みどり市（旧大間々町）,5,4,5
10.群馬県,,みなかみ町（旧月夜野町）,4,4,4
10.群馬県,,みなかみ町（旧水上町）,4,3,4
10.群馬県,,みなかみ町（旧新治村）,4,4,3
10.群馬県,ﾒ,明和町,6,4,3
10.群馬県,ﾖ,吉岡町,5,4,4
11.埼玉県,ｱ,上尾市,6,4,3
11.埼玉県,,朝霞市,6,3,4
11.埼玉県,ｲ,伊奈町,6,4,3
11.埼玉県,,入間市,6,4,3
11.埼玉県,ｵ,小鹿野町,5,4,4
11.埼玉県,,小川町,5,4,3
11.埼玉県,,桶川市,6,4,3
11.埼玉県,,越生町,5,3,4
11.埼玉県,ｶ,春日部市,6,4,3
11.埼玉県,,加須市,6,4,3
11.埼玉県,,神川町,5,4,4
11.埼玉県,,上里町,6,4,3
11.埼玉県,,川口市,6,3,3
11.埼玉県,,川越市,6,4,3
11.埼玉県,,川島町,5,4,3
11.埼玉県,ｷ,北本市,6,4,3
11.埼玉県,,行田市（旧行田市）,6,4,3
11.埼玉県,,行田市（旧南河原村）,6,4,4
11.埼玉県,ｸ,久喜市,6,4,3
11.埼玉県,,熊谷市（旧熊谷市）,6,4,4
11.埼玉県,,熊谷市（旧大里村、旧江南町、旧妻沼町）,6,4,3
11.埼玉県,ｺ,鴻巣市,6,4,3
11.埼玉県,,越谷市,6,3,4
11.埼玉県,ｻ,さいたま市,6,4,3
11.埼玉県,,坂戸市,6,3,3
11.埼玉県,,幸手市,6,4,3
11.埼玉県,,狭山市,6,4,3
11.埼玉県,ｼ,志木市,6,4,2
11.埼玉県,,白岡市,6,4,3
11.埼玉県,ｽ,杉戸町,6,4,3
11.埼玉県,ｿ,草加市,6,3,3
11.埼玉県,ﾁ,秩父市（旧秩父市、旧吉田町、旧荒川村）,5,4,4
11.埼玉県,,秩父市（旧大滝村）,4,4,4
11.埼玉県,ﾂ,鶴ヶ島市,6,3,3
11.埼玉県,ﾄ,ときがわ町（旧都幾川村）,5,3,4
11.埼玉県,,ときがわ町（旧玉川村）,5,3,3
11.埼玉県,,所沢市,6,4,3
11.埼玉県,,戸田市,6,3,3
11.埼玉県,ﾅ,長瀞町,5,4,4
11.埼玉県,,滑川町,5,4,3
11.埼玉県,ﾆ,新座市,6,3,2
11.埼玉県,ﾊ,蓮田市,6,4,3
11.埼玉県,,鳩山町,5,3,3
11.埼玉県,,羽生市,6,4,3
11.埼玉県,,飯能市,5,3,4
11.埼玉県,ﾋ,東秩父村,5,4,4
11.埼玉県,,東松山市,6,4,3
11.埼玉県,,日高市,5,3,3
11.埼玉県,ﾌ,深谷市,6,4,3
11.埼玉県,,富士見市,6,4,3
